"UID","addr_num","organization","suborganization","full_address","city","state","country","zip"
"WOS:000071806400001","1","UNIVERSITA DI MODENA E REGGIO EMILIA","NULL","UNIV MODENA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000071806400001","2","UNIV L BOCCONI","NULL","UNIV L BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000072608300005","1","UNIVERSITY OF OXFORD","NULL","UNIV OXFORD NUFFIELD COLL, OXFORD OX1 1NF, ENGLAND","OXFORD","NULL","ENGLAND","OX1 1NF"
"WOS:000072608300005","2","UNIV BOCCONI","NULL","UNIV BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000073333300005","1","UNIVERSITY OF URBINO","FAC ECON","UNIV URBINO, FAC ECON, ISA, I-61029 URBINO, ITALY","URBINO","NULL","ITALY","I-61029"
"WOS:000073333300005","1","UNIVERSITY OF URBINO","ISA","UNIV URBINO, FAC ECON, ISA, I-61029 URBINO, ITALY","URBINO","NULL","ITALY","I-61029"
"WOS:000073333300005","2","UNIV L BOCCONI","IEFE","UNIV L BOCCONI, IEFE, I-20122 MILAN, ITALY","MILAN","NULL","ITALY","I-20122"
"WOS:000073475100004","1","UNIVERSITY OF TEXAS AUSTIN","DEPT ECON","UNIV TEXAS, DEPT ECON, AUSTIN, TX 78712 USA","AUSTIN","TX","USA","78712"
"WOS:000073475100004","2","UNIV BOCCONI","NULL","UNIV BOCCONI, I-20136 MILANO, ITALY","MILANO","NULL","ITALY","I-20136"
"WOS:000073475100004","3","INNOCENZO GASPARINI INST ECON RES","NULL","INNOCENZO GASPARINI INST ECON RES, I-20136 MILANO, ITALY","MILANO","NULL","ITALY","I-20136"
"WOS:000073918900007","1","DIPARTIMENTO STAT G PARENTI","NULL","DIPARTIMENTO STAT G PARENTI, I-50134 FLORENCE, ITALY","FLORENCE","NULL","ITALY","I-50134"
"WOS:000073918900007","2","IMQ UNIV L BOCCONI","NULL","IMQ UNIV L BOCCONI, I-20136 MILANO, ITALY","MILANO","NULL","ITALY","I-20136"
"WOS:000073954500017","1","UNIVERSITY OF NORTH TEXAS SYSTEM","COLL BUSINESS ADM","UNIV N TEXAS, COLL BUSINESS ADM, DENTON, TX 76203 USA","DENTON","TX","USA","76203"
"WOS:000073954500017","2","UNIVERSITY OF CALIFORNIA SYSTEM","HAAS SCH BUSINESS","UNIV CALIF BERKELEY, HAAS SCH BUSINESS, BERKELEY, CA 94720 USA","BERKELEY","CA","USA","94720"
"WOS:000073954500017","3","UNIVERSITY OF CASSINO","IST IMPRESA & LAVORO","UNIV CASSINO, IST IMPRESA & LAVORO, CASSINO, ITALY","CASSINO","NULL","ITALY","NULL"
"WOS:000073954500017","4","BOCCONI UNIVERSITY","GRAD SCH MANAGEMENT","BOCCONI UNIV, GRAD SCH MANAGEMENT, ORG & HUMAN RESOURCE MANAGEMENT DEPT, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000073954500017","4","BOCCONI UNIVERSITY","ORG & HUMAN RESOURCE MANAGEMENT DEPT","BOCCONI UNIV, GRAD SCH MANAGEMENT, ORG & HUMAN RESOURCE MANAGEMENT DEPT, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000073954500017","4","BOCCONI UNIVERSITY","SDA","BOCCONI UNIV, GRAD SCH MANAGEMENT, ORG & HUMAN RESOURCE MANAGEMENT DEPT, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000073954500017","5","SKANDIA","INTELLECTUAL CAPITAL","SKANDIA, INTELLECTUAL CAPITAL, STOCKHOLM, SWEDEN","STOCKHOLM","NULL","SWEDEN","NULL"
"WOS:000074282700018","1","UNIV BOCCONI","NULL","UNIV BOCCONI, MILANO, ITALY","MILANO","NULL","ITALY","NULL"
"WOS:000074282700019","1","UNIV BOCCONI","NULL","UNIV BOCCONI, MILANO, ITALY","MILANO","NULL","ITALY","NULL"
"WOS:000074426600005","1","UNIVERSITY OF TURIN","DIPARTIMENTO SCI ECON & FINANZIARIE G PRATO","UNIV TURIN, DIPARTIMENTO SCI ECON & FINANZIARIE G PRATO, I-10134 TORINO, ITALY","TORINO","NULL","ITALY","I-10134"
"WOS:000074426600005","2","UNIV L BOCCONI","NULL","UNIV L BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000074426600005","3","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000074767100021","1","INST INT ECON STUDIES","NULL","INST INT ECON STUDIES, S-10691 STOCKHOLM, SWEDEN","STOCKHOLM","NULL","SWEDEN","S-10691"
"WOS:000074767100021","2","VRIJE UNIVERSITY OF BRUSSELS","ECARE","FREE UNIV BRUSSELS, ECARE, BRUSSELS, BELGIUM","BRUSSELS","NULL","BELGIUM","NULL"
"WOS:000074767100021","3","BOCCONI UNIVERSITY","IGIER","BOCCONI UNIV, IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000074964700020","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000075193000005","1","UNIVERSITY OF CALIFORNIA SYSTEM","DEPT ECON","UNIV CALIF BERKELEY, DEPT ECON, BERKELEY, CA 94720 USA","BERKELEY","CA","USA","94720"
"WOS:000075193000005","2","UNIV BOCCONI","CEPR","UNIV BOCCONI, IGIER, CEPR, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000075193000005","2","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, CEPR, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000075193000005","3","NBER","NULL","NBER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000075239200006","1","WORLD BANK","NULL","WORLD BANK, WASHINGTON, DC 20433 USA","WASHINGTON","DC","USA","20433"
"WOS:000075239200006","2","UNIV BOCCONI","NULL","UNIV BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000075239200006","3","IGIER","NULL","IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000075882000002","1","UNIVERSITY OF URBINO","FAC ECON","UNIV URBINO, FAC ECON, IST STUDI AZIENDALI, I-61029 URBINO, ITALY","URBINO","NULL","ITALY","I-61029"
"WOS:000075882000002","1","UNIVERSITY OF URBINO","IST STUDI AZIENDALI","UNIV URBINO, FAC ECON, IST STUDI AZIENDALI, I-61029 URBINO, ITALY","URBINO","NULL","ITALY","I-61029"
"WOS:000075882000002","2","LIBERO IST UNIV C CATTANEO","NULL","LIBERO IST UNIV C CATTANEO, CASTELLANZA, ITALY","CASTELLANZA","NULL","ITALY","NULL"
"WOS:000075882000002","3","BOCCONI UNIVERSITY","IEFE","BOCCONI UNIV, IEFE, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000076041400001","1","UNIVERSITY OF TURIN","DIPARTIMENTO G PRATO","UNIV TURIN, DIPARTIMENTO G PRATO, I-10134 TURIN, ITALY","TURIN","NULL","ITALY","I-10134"
"WOS:000076041400001","2","UNIV BOCCONI","CTR P BAFFI","UNIV BOCCONI, CTR P BAFFI, I-10134 TURIN, ITALY","TURIN","NULL","ITALY","I-10134"
"WOS:000076423700001","1","UNIVERSITA DI MODENA E REGGIO EMILIA","NULL","UNIV MODENA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000076423700001","2","UNIV COMMERCIALE L BOCCONI","NULL","UNIV COMMERCIALE L BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000076423700005","1","UNIV LUIGI BOCCONI","IST ECON AZIENDALE","UNIV LUIGI BOCCONI, IST ECON AZIENDALE, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000076423700005","2","UNIVERSITY OF MANNHEIM","NULL","UNIV MANNHEIM, MANNHEIM, GERMANY","MANNHEIM","NULL","GERMANY","NULL"
"WOS:000076616500064","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000077213000006","1","ERASMUS UNIVERSITY ROTTERDAM","DEPT INFORMAT & DECIS SCI","ERASMUS UNIV, DEPT INFORMAT & DECIS SCI, ROTTERDAM SCH MANAGEMENT, ROTTERDAM, NETHERLANDS","ROTTERDAM","NULL","NETHERLANDS","NULL"
"WOS:000077213000006","1","ERASMUS UNIVERSITY ROTTERDAM","ROTTERDAM SCH MANAGEMENT","ERASMUS UNIV, DEPT INFORMAT & DECIS SCI, ROTTERDAM SCH MANAGEMENT, ROTTERDAM, NETHERLANDS","ROTTERDAM","NULL","NETHERLANDS","NULL"
"WOS:000077213000006","2","UNIV LUIGI BOCCONI","DEPT INFORMAT SYST","UNIV LUIGI BOCCONI, DEPT INFORMAT SYST, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000077559000004","1","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000077559000004","2","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000077574200002","1","UNIV COMMERCIALE LUIGI BOCCONI","CERGAS","UNIV COMMERCIALE LUIGI BOCCONI, OSSERVATORIO FARMACI, CERGAS, CTR RIC GESTIONE ASSISTENZA SANITARIA, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000077574200002","1","UNIV COMMERCIALE LUIGI BOCCONI","CTR RIC GESTIONE ASSISTENZA SANITARIA","UNIV COMMERCIALE LUIGI BOCCONI, OSSERVATORIO FARMACI, CERGAS, CTR RIC GESTIONE ASSISTENZA SANITARIA, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000077574200002","1","UNIV COMMERCIALE LUIGI BOCCONI","OSSERVATORIO FARMACI","UNIV COMMERCIALE LUIGI BOCCONI, OSSERVATORIO FARMACI, CERGAS, CTR RIC GESTIONE ASSISTENZA SANITARIA, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000077699300005","1","UNIVERSITY OF TRENTO","DEPT SOCIOL & SOCIAL RES","UNIV TRENT, DEPT SOCIOL & SOCIAL RES, I-38100 TRENT, ITALY","TRENT","NULL","ITALY","I-38100"
"WOS:000077699300005","2","BOCCONI UNIVERSITY","MIEM","BOCCONI UNIV, MIEM, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000077754900011","1","BOCCONI UNIVERSITY","IGIER","BOCCONI UNIV, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000077754900011","2","EUROPEAN UNIVERSITY INSTITUTE","NULL","EUROPEAN UNIV INST, I-50016 FLORENCE, ITALY","FLORENCE","NULL","ITALY","I-50016"
"WOS:000078206100011","1","BOCCONI UNIVERSITY","BOCCONI GRAD SCH MANAGEMENT","BOCCONI UNIV, BOCCONI GRAD SCH MANAGEMENT, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000078206100011","1","BOCCONI UNIVERSITY","SDA","BOCCONI UNIV, BOCCONI GRAD SCH MANAGEMENT, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000078790300007","1","UNIV BOCCONI","IST METODI QUANTITAT","UNIV BOCCONI, IST METODI QUANTITAT, I-20100 MILAN, ITALY","MILAN","NULL","ITALY","I-20100"
"WOS:000078790300007","2","UNIVERSITY OF TURIN","DIPARTIMENTO STAT & MATEMAT APPLICATA","UNIV TURIN, DIPARTIMENTO STAT & MATEMAT APPLICATA, I-10121 TURIN, ITALY","TURIN","NULL","ITALY","I-10121"
"WOS:000078800700048","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079236600001","1","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079236600001","2","KU LEUVEN","CTR TRANSIT ECON","CATHOLIC UNIV LOUVAIN, LICOS, CTR TRANSIT ECON, B-3000 LOUVAIN, BELGIUM","LOUVAIN","NULL","BELGIUM","B-3000"
"WOS:000079236600001","2","KU LEUVEN","LICOS","CATHOLIC UNIV LOUVAIN, LICOS, CTR TRANSIT ECON, B-3000 LOUVAIN, BELGIUM","LOUVAIN","NULL","BELGIUM","B-3000"
"WOS:000079236600001","3","UNIVERSITY OF MICHIGAN SYSTEM","SCH BUSINESS","UNIV MICHIGAN, WILLIAM DAVIDSON INST, SCH BUSINESS, ANN ARBOR, MI 48109 USA","ANN ARBOR","MI","USA","48109"
"WOS:000079236600001","3","UNIVERSITY OF MICHIGAN SYSTEM","WILLIAM DAVIDSON INST","UNIV MICHIGAN, WILLIAM DAVIDSON INST, SCH BUSINESS, ANN ARBOR, MI 48109 USA","ANN ARBOR","MI","USA","48109"
"WOS:000079236600002","1","CEPR","NULL","CEPR, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079236600002","2","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079236600002","3","NYU","NULL","NYU, NEW YORK, NY 10003 USA","NEW YORK","NY","USA","10003"
"WOS:000079474800010","1","HOSP LEGNARO","PSYCHIAT UNIT MAGENTA","HOSP LEGNARO, PSYCHIAT UNIT MAGENTA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079474800010","2","L BOCCONI UNIV","CTR RES HLTH CARE MANAGEMENT","L BOCCONI UNIV, CTR RES HLTH CARE MANAGEMENT, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079474800010","3","L BOCCONI UNIV","SCH MANAGEMENT","L BOCCONI UNIV, SCH MANAGEMENT, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079474800010","4","UNIVERSITY OF MILAN","INST PSYCHIAT","UNIV MILAN, INST PSYCHIAT, L SACCO HOSP, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079474800010","4","UNIVERSITY OF MILAN","L SACCO HOSP","UNIV MILAN, INST PSYCHIAT, L SACCO HOSP, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079514500010","1","EUROPEAN UNIVERSITY INSTITUTE","NULL","EUROPEAN UNIV INST, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079514500010","2","BOCCONI UNIVERSITY","IGIER","BOCCONI UNIV, IGIER, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079609000007","1","EUROPEAN UNIVERSITY INSTITUTE","DEPT ECON","EUROPEAN UNIV INST, DEPT ECON, FLORENCE, ITALY","FLORENCE","NULL","ITALY","NULL"
"WOS:000079609000007","2","UNIV BOCCONI","IGIER","UNIV BOCCONI, IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000079809500009","1","UNIV L BOCCONI","IMQ","UNIV L BOCCONI, IMQ, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000079809500009","2","STEKLOV MATHEMATICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES","VA STEKLOV MATH INST","RAN, VA STEKLOV MATH INST, MOSCOW 117966, RUSSIA","MOSCOW","NULL","RUSSIA","117966"
"WOS:000079838800016","1","UNIV COMMERCIALE LUIGI BOCCONI","IST ECON AZIENDALE GINO ZAPPA","UNIV COMMERCIALE LUIGI BOCCONI, IST ECON AZIENDALE GINO ZAPPA, I-20135 MILAN, ITALY","MILAN","NULL","ITALY","I-20135"
"WOS:000079838800016","2","BBC WORLD SERV","NULL","BBC WORLD SERV, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000080046900002","1","UNIVERSITY OF LONDON","NULL","UNIV LONDON KINGS COLL, CAMBRIDGE CB2 1ST, ENGLAND","CAMBRIDGE","NULL","ENGLAND","CB2 1ST"
"WOS:000080046900002","2","UNIV BOCCONI","NULL","UNIV BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000080311700003","1","UNIV STOCKHOLM","INST INT ECON STUDIES","UNIV STOCKHOLM, INST INT ECON STUDIES, S-10691 STOCKHOLM, SWEDEN","STOCKHOLM","NULL","SWEDEN","S-10691"
"WOS:000080311700003","2","NATL BUR ECON RES","NULL","NATL BUR ECON RES, CAMBRIDGE, MA 02138 USA","CAMBRIDGE","MA","USA","02138"
"WOS:000080311700003","3","CTR ECON POLICY RES","NULL","CTR ECON POLICY RES, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000080311700003","4","BOCCONI UNIVERSITY","IGIER","BOCCONI UNIV, IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000080311700011","1","UNIVERSITY OF TURIN","DIPARTIMENTO SCI ECON & FINANZIARIE","UNIV TURIN, DIPARTIMENTO SCI ECON & FINANZIARIE, I-10134 TURIN, ITALY","TURIN","NULL","ITALY","I-10134"
"WOS:000080311700011","2","UNIV L BOCCONI","NULL","UNIV L BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000080311700011","3","CTR ECON POLICY & RES","NULL","CTR ECON POLICY & RES, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000080311700016","1","EUROPEAN UNIVERSITY INSTITUTE","NULL","EUROPEAN UNIV INST, I-50016 FLORENCE, ITALY","FLORENCE","NULL","ITALY","I-50016"
"WOS:000080311700016","2","UNIV LINZ","NULL","UNIV LINZ, A-4040 LINZ, AUSTRIA","LINZ","NULL","AUSTRIA","A-4040"
"WOS:000080311700016","3","IGIER","NULL","IGIER, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000080311700016","4","CEPR","NULL","CEPR, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000080311700016","5","WIFO","NULL","WIFO, VIENNA, AUSTRIA","VIENNA","NULL","AUSTRIA","NULL"
"WOS:000080396900039","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000080643300005","1","UNIV LUIGI BOCCONI","NULL","UNIV LUIGI BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000080830100007","1","BOCCONI UNIVERSITY","NULL","BOCCONI UNIV, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000080993500003","1","BOCCONI UNIVERSITY","SDA","BOCCONI UNIV, SDA, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000081261500016","1","UNIVERSITY OF URBINO","IST SCI ECON","UNIV URBINO, IST SCI ECON, I-61029 URBINO, ITALY","URBINO","NULL","ITALY","I-61029"
"WOS:000081261500016","2","UNIVERSITY OF TERAMO","DIPARTIMENTO SCI GIURID","UNIV TERAMO, DIPARTIMENTO SCI GIURID, I-64100 TERAMO, ITALY","TERAMO","NULL","ITALY","I-64100"
"WOS:000081261500016","3","UNIV BOCCONI","NULL","UNIV BOCCONI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000082088500001","1","UNIV LUIGI BOCCONI","NULL","UNIV LUIGI BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082185000006","1","BOCCONI UNIVERSITY","CESPRI","BOCCONI UNIV, CESPRI, DEPT ECON, I-20126 MILAN, ITALY","MILAN","NULL","ITALY","I-20126"
"WOS:000082185000006","1","BOCCONI UNIVERSITY","DEPT ECON","BOCCONI UNIV, CESPRI, DEPT ECON, I-20126 MILAN, ITALY","MILAN","NULL","ITALY","I-20126"
"WOS:000082614100359","1","UNIV BOCCONI","CERGAS","UNIV BOCCONI, CERGAS, INB, CNR, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082614100359","1","UNIV BOCCONI","CNR","UNIV BOCCONI, CERGAS, INB, CNR, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082614100359","1","UNIV BOCCONI","INB","UNIV BOCCONI, CERGAS, INB, CNR, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082800500004","1","UNIVERSITY OF BERGAMO","NULL","UNIV BERGAMO, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082800500004","2","BOCCONI UNIVERSITY","CESPRI","BOCCONI UNIV, CESPRI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082919700006","1","UNIV L BOCCONI","IST METODI QUNATITATIVI","UNIV L BOCCONI, IST METODI QUNATITATIVI, I-20136 MILAN, ITALY","MILAN","NULL","ITALY","I-20136"
"WOS:000082926900005","1","VRIJE UNIVERSITEIT AMSTERDAM","NULL","FREE UNIV AMSTERDAM, NL-1081 BT AMSTERDAM, NETHERLANDS","AMSTERDAM","NULL","NETHERLANDS","NL-1081 BT"
"WOS:000082926900005","10","STOCKHOLM SCHOOL OF ECONOMICS","NULL","STOCKHOLM SCH ECON, STOCKHOLM, SWEDEN","STOCKHOLM","NULL","SWEDEN","NULL"
"WOS:000082926900005","11","UNIVERSITY OF BUENOS AIRES","NULL","UNIV BUENOS AIRES, BUENOS AIRES, DF, ARGENTINA","BUENOS AIRES","DF","ARGENTINA","NULL"
"WOS:000082926900005","12","SONY ELECT","NULL","SONY ELECT, MANILA, PHILIPPINES","MANILA","NULL","PHILIPPINES","NULL"
"WOS:000082926900005","13","UNIVERSITY OF ALBERTA","NULL","UNIV ALBERTA, EDMONTON, AB, CANADA","EDMONTON","AB","CANADA","NULL"
"WOS:000082926900005","14","UNIVERSITY OF INDONESIA","NULL","UNIV INDONESIA, JAWA BARAT, INDONESIA","JAWA BARAT","NULL","INDONESIA","NULL"
"WOS:000082926900005","15","UNIVERSITY OF QUEENSLAND","NULL","UNIV QUEENSLAND, ST LUCIA, QLD, AUSTRALIA","ST LUCIA","QLD","AUSTRALIA","NULL"
"WOS:000082926900005","16","BELLEVUE UNIV","NULL","BELLEVUE UNIV, BELLEVUE, WA USA","BELLEVUE","WA","USA","NULL"
"WOS:000082926900005","17","UNIVERSITY OF LONDON","NULL","LONDON BUSINESS SCH, LONDON, ENGLAND","LONDON","NULL","ENGLAND","NULL"
"WOS:000082926900005","18","CORVINUS UNIVERSITY BUDAPEST","NULL","BUDAPEST UNIV ECON SCI, BUDAPEST, HUNGARY","BUDAPEST","NULL","HUNGARY","NULL"
"WOS:000082926900005","19","JIHOCESKE UNIV","NULL","JIHOCESKE UNIV, CESKE BUDEJOVICE, CZECH REPUBLIC","CESKE BUDEJOVICE","NULL","CZECH REPUBLIC","NULL"
"WOS:000082926900005","2","UNIVERSITY OF PENNSYLVANIA","NULL","UNIV PENN, PHILADELPHIA, PA 19104 USA","PHILADELPHIA","PA","USA","19104"
"WOS:000082926900005","20","WESTERN ILLINOIS UNIVERSITY","NULL","WESTERN ILLINOIS UNIV, MACOMB, IL USA","MACOMB","IL","USA","NULL"
"WOS:000082926900005","21","UNIVERSITY OF MEMPHIS","NULL","UNIV MEMPHIS, MEMPHIS, TN USA","MEMPHIS","TN","USA","NULL"
"WOS:000082926900005","22","UNIV CATOLICA BOLIVIAN","NULL","UNIV CATOLICA BOLIVIAN, LA PAZ, BOLIVIA","LA PAZ","NULL","BOLIVIA","NULL"
"WOS:000082926900005","23","FUDAN UNIVERSITY","NULL","FUDAN UNIV, SHANGHAI, PEOPLES R CHINA","SHANGHAI","NULL","PEOPLES R CHINA","NULL"
"WOS:000082926900005","24","UNIV LUIGI BOCCONI","NULL","UNIV LUIGI BOCCONI, MILAN, ITALY","MILAN","NULL","ITALY","NULL"
"WOS:000082926900005","25","BOGAZICI UNIVERSITY","NULL","BOGAZICI UNIV, BEBEK, TURKEY","BEBEK","NULL","TURKEY","NULL"
"WOS:000082926900005","26","UNIVERSITY OF READING","NULL","UNIV READING, READING, BERKS, ENGLAND","READING","BERKS","ENGLAND","NULL"
"WOS:000082926900005","27","UNIVERSITY OF SOUTH AFRICA","NULL","UNIV SOUTH AFRICA, PRETORIA, SOUTH AFRICA","PRETORIA","NULL","SOUTH AFRICA","NULL"
"WOS:000082926900005","28","ATHENS UNIVERSITY OF ECONOMICS & BUSINESS","NULL","ATHENS UNIV ECON & BUSINESS, ATHENS, GREECE","ATHENS","NULL","GREECE","NULL"
"WOS:000082926900005","29","UNIVERSITY OF LJUBLJANA","NULL","UNIV LJUBLJANA, LJUBLJANA, SLOVENIA","LJUBLJANA","NULL","SLOVENIA","NULL"
"WOS:000082926900005","3","UNIVERSITY SYSTEM OF MARYLAND","NULL","UNIV MARYLAND, COLLEGE PK, MD 20742 USA","COLLEGE PK","MD","USA","20742"
"WOS:000082926900005","30","UNIVERSITY OF MUNICH","NULL","UNIV MUNICH, MUNICH, GERMANY","MUNICH","NULL","GERMANY","NULL"
"WOS:000082926900005","31","UNIVERSITY OF CALGARY","NULL","UNIV CALGARY, CALGARY, AB, CANADA","CALGARY","AB","CANADA","NULL"
"WOS:000082926900005","32","UNIVERSITY OF BOURGOGNE - DIJON","NULL","UNIV BOURGOGNE, DIJON, FRANCE","DIJON","NULL","FRANCE","NULL"
"WOS:000082926900005","33","NATL SUN YAT SEN UNIV","NULL","NATL SUN YAT SEN UNIV, KAOHSIUNG, TAIWAN","KAOHSIUNG","NULL","TAIWAN","NULL"
"WOS:000082926900005","34","LINGNAM COLL","NULL","LINGNAM COLL, HONG KONG, PEOPLES R CHINA","HONG KONG","NULL","PEOPLES R CHINA","NULL"
"WOS:000082926900005","35","HONG KONG POLYTECHNIC UNIVERSITY","NULL","HONG KONG POLYTECH UNIV, HONG KONG, HONG KONG, PEOPLES R CHINA","HONG KONG","HONG KONG","PEOPLES R CHINA","NULL"
"WOS:000082926900005","36","INDIAN INSTITUTE OF MANAGEMENT AHMEDABAD","NULL","INDIAN INST MANAGEMENT AHMEDABAD, AHMADABAD, GUJARAT, INDIA","AHMADABAD","GUJARAT","INDIA","NULL"
"WOS:000082926900005","37","CITY UNIVERSITY OF HONG KONG","NULL","CITY UNIV HONG KONG, HONG KONG, HONG KONG, PEOPLES R CHINA","HONG KONG","HONG KONG","PEOPLES R CHINA","NULL"
"WOS:000082926900005","38","LINCOLN UNIV","NULL","LINCOLN UNIV, LINCOLN, NEW ZEALAND","LINCOLN","NULL","NEW ZEALAND","NULL"
"WOS:000082926900005","39","UNIVERSITY OF LETHBRIDGE","NULL","UNIV LETHBRIDGE, LETHBRIDGE, AB, CANADA","LETHBRIDGE","AB","CANADA","NULL"
"WOS:000082926900005","4","CORNELL UNIVERSITY","NULL","CORNELL UNIV, ITHACA, NY 14853 USA","ITHACA","NY","USA","14853"
"WOS:000082926900005","40","CTR UNIV TRIANGULO","NULL","CTR UNIV TRIANGULO, UBERLANDIA, MG, BRAZIL","UBERLANDIA","MG","BRAZIL","NULL"
"WOS:000082926900005","41","UNIVERSIDADE FEDERAL DE UBERLANDIA","NULL","UNIV FED UBERLANDIA, UBERLANDIA, MG, BRAZIL","UBERLANDIA","MG","BRAZIL","NULL"
"WOS:000082926900005","42","UNIVERSITY OF NANCY II","NULL","UNIV NANCY 2, NANCY, FRANCE","NANCY","NULL","FRANCE","NULL"
"WOS:000082926900005","43","WAYNE STATE UNIVERSITY","NULL","WAYNE STATE UNIV, DETROIT, MI USA","DETROIT","MI","USA","NULL"
